folio,material_id,material,familia,unidad,proveedor_id,proveedor,origen,distancia_km,pad_id,pad,operadora,mes,fecha_orden,fecha_plan,fecha_real,lead_plan_dias,lead_real_dias,retraso_dias,cant_plan,cant_real,costo_material_usd,costo_flete_usd,costo_demora_usd,estado
ENV-00508,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-04,Fortin de Piedra,Tecpetrol,2025-04,2025-04-18,2025-04-26,2025-04-26,8,8,0,120.0,119.5,113525.0,9601.0,0,OTIF
ENV-00509,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-02,Bandurria Sur,YPF,2025-04,2025-04-11,2025-04-14,2025-04-14,3,3,0,120.0,120.8,114760.0,2691.0,0,OTIF
ENV-00510,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-08,Aguada Pichana,Total,2025-04,2025-04-11,2025-04-17,2025-04-17,6,6,0,120.0,120.9,114855.0,9763.0,0,OTIF
ENV-00511,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-07,El Trapial,Chevron,2025-04,2025-04-11,2025-04-15,2025-04-15,4,4,0,120.0,120.1,114095.0,2443.0,0,OTIF
ENV-00512,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-06,Bajada del Palo,Vista,2025-04,2025-04-22,2025-04-24,2025-04-23,2,1,-1,120.0,120.3,114285.0,2806.0,0,OTIF
ENV-00513,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-03,La Amarga Chica,YPF,2025-04,2025-04-19,2025-04-22,2025-04-22,3,3,0,120.0,104.4,99180.0,2647.0,0,Incompleto
ENV-00514,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-05,Rincon La Ceniza,Shell,2025-04,2025-04-08,2025-04-12,2025-04-11,4,3,-1,120.0,120.7,114665.0,2851.0,0,OTIF
ENV-00515,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-08,Aguada Pichana,Total,2025-04,2025-04-15,2025-04-17,2025-04-17,2,2,0,120.0,119.5,113525.0,2757.0,0,OTIF
ENV-00516,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-09,Los Toldos,ExxonMobil,2025-04,2025-04-25,2025-05-01,2025-05-01,6,6,0,120.0,120.1,114095.0,8589.0,0,OTIF
ENV-00517,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-10,Cruz de Lorena,Shell,2025-04,2025-04-02,2025-04-05,2025-04-04,3,2,-1,120.0,120.4,114380.0,2760.0,0,OTIF
ENV-00518,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-11,Aguada Federal,Wintershall,2025-04,2025-04-19,2025-04-22,2025-04-22,3,3,0,120.0,120.7,114665.0,2989.0,0,OTIF
ENV-00519,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-05,Rincon La Ceniza,Shell,2025-04,2025-04-09,2025-04-11,2025-04-11,2,2,0,120.0,120.1,114095.0,2637.0,0,OTIF
ENV-00520,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-12,Coiron Amargo,Pan American,2025-04,2025-04-09,2025-04-13,2025-04-12,4,3,-1,120.0,119.6,113620.0,2570.0,0,OTIF
ENV-00521,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2025-04,2025-04-05,2025-04-07,2025-04-06,2,1,-1,120.0,120.5,114475.0,2836.0,0,OTIF
ENV-00522,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-12,Coiron Amargo,Pan American,2025-04,2025-04-21,2025-04-29,2025-04-29,8,8,0,120.0,120.6,114570.0,10315.0,0,OTIF
ENV-00523,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-08,Aguada Pichana,Total,2025-04,2025-04-03,2025-04-09,2025-04-09,6,6,0,120.0,119.9,113905.0,10001.0,0,OTIF
ENV-00524,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-08,Aguada Pichana,Total,2025-05,2025-05-23,2025-05-25,2025-05-25,2,2,0,120.0,119.7,113715.0,2670.0,0,OTIF
ENV-00525,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-06,Bajada del Palo,Vista,2025-05,2025-05-22,2025-05-25,2025-05-27,3,5,2,120.0,119.9,113905.0,2419.0,5100,Demorado
ENV-00526,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-10,Cruz de Lorena,Shell,2025-05,2025-05-25,2025-05-29,2025-05-29,4,4,0,120.0,119.6,113620.0,2687.0,0,OTIF
ENV-00527,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-08,Aguada Pichana,Total,2025-05,2025-05-26,2025-05-30,2025-05-30,4,4,0,120.0,121.1,115045.0,2554.0,0,OTIF
ENV-00528,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-12,Coiron Amargo,Pan American,2025-05,2025-05-11,2025-05-14,2025-05-14,3,3,0,120.0,119.2,113240.0,2694.0,0,OTIF
ENV-00529,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-10,Cruz de Lorena,Shell,2025-05,2025-05-24,2025-05-30,2025-05-30,6,6,0,120.0,120.8,114760.0,8996.0,0,OTIF
ENV-00530,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-02,Bandurria Sur,YPF,2025-05,2025-05-13,2025-05-16,2025-05-16,3,3,0,120.0,120.8,114760.0,2838.0,0,OTIF
ENV-00531,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-01,Loma Campana,YPF,2025-05,2025-05-25,2025-05-29,2025-05-29,4,4,0,120.0,120.2,114190.0,2684.0,0,OTIF
ENV-00532,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-05,Rincon La Ceniza,Shell,2025-05,2025-05-22,2025-05-29,2025-05-29,7,7,0,120.0,120.2,114190.0,9870.0,0,OTIF
ENV-00533,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-03,La Amarga Chica,YPF,2025-05,2025-05-17,2025-05-19,2025-05-19,2,2,0,120.0,110.3,104785.0,2664.0,0,Incompleto
ENV-00534,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-05,Rincon La Ceniza,Shell,2025-05,2025-05-12,2025-05-14,2025-05-14,2,2,0,120.0,120.5,114475.0,2560.0,0,OTIF
ENV-00535,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-11,Aguada Federal,Wintershall,2025-05,2025-05-14,2025-05-17,2025-05-17,3,3,0,120.0,119.7,113715.0,2816.0,0,OTIF
ENV-00536,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-11,Aguada Federal,Wintershall,2025-05,2025-05-10,2025-05-16,2025-05-20,6,10,4,120.0,120.0,114000.0,9489.0,10200,Demorado
ENV-00537,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2025-05,2025-05-05,2025-05-08,2025-05-08,3,3,0,120.0,120.3,114285.0,2585.0,0,OTIF
ENV-00538,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-08,Aguada Pichana,Total,2025-05,2025-05-14,2025-05-17,2025-05-17,3,3,0,120.0,106.2,100890.0,2809.0,0,Incompleto
ENV-00539,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-07,El Trapial,Chevron,2025-05,2025-05-23,2025-05-25,2025-05-25,2,2,0,120.0,119.1,113145.0,2848.0,0,OTIF
ENV-00540,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-12,Coiron Amargo,Pan American,2025-05,2025-05-23,2025-05-26,2025-05-26,3,3,0,120.0,119.4,113430.0,2674.0,0,OTIF
ENV-00541,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-02,Bandurria Sur,YPF,2025-06,2025-06-22,2025-06-30,2025-07-01,8,9,1,120.0,120.0,114000.0,9557.0,2550,Demorado
ENV-00542,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-06,Bajada del Palo,Vista,2025-06,2025-06-24,2025-06-27,2025-06-27,3,3,0,120.0,119.5,113525.0,2763.0,0,OTIF
ENV-00543,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-08,Aguada Pichana,Total,2025-06,2025-06-09,2025-06-13,2025-06-13,4,4,0,120.0,120.3,114285.0,2490.0,0,OTIF
ENV-00544,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-02,Bandurria Sur,YPF,2025-06,2025-06-03,2025-06-06,2025-06-06,3,3,0,120.0,118.8,112860.0,2373.0,0,OTIF
ENV-00545,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-12,Coiron Amargo,Pan American,2025-06,2025-06-06,2025-06-14,2025-06-14,8,8,0,120.0,120.5,114475.0,9625.0,0,OTIF
ENV-00546,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-01,Loma Campana,YPF,2025-06,2025-06-26,2025-06-28,2025-06-28,2,2,0,120.0,120.8,114760.0,3042.0,0,OTIF
ENV-00547,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-04,Fortin de Piedra,Tecpetrol,2025-06,2025-06-14,2025-06-22,2025-06-22,8,8,0,120.0,119.6,113620.0,9891.0,0,OTIF
ENV-00548,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-01,Loma Campana,YPF,2025-06,2025-06-25,2025-07-02,2025-07-02,7,7,0,120.0,120.6,114570.0,9733.0,0,OTIF
ENV-00549,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-07,El Trapial,Chevron,2025-06,2025-06-13,2025-06-16,2025-06-16,3,3,0,120.0,114.9,109155.0,2768.0,0,Incompleto
ENV-00550,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-09,Los Toldos,ExxonMobil,2025-06,2025-06-22,2025-06-24,2025-06-24,2,2,0,120.0,119.8,113810.0,2842.0,0,OTIF
ENV-00551,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-05,Rincon La Ceniza,Shell,2025-06,2025-06-09,2025-06-12,2025-06-12,3,3,0,120.0,120.6,114570.0,2748.0,0,OTIF
ENV-00552,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-09,Los Toldos,ExxonMobil,2025-06,2025-06-19,2025-06-27,2025-06-27,8,8,0,120.0,120.4,114380.0,10347.0,0,OTIF
ENV-00553,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-09,Los Toldos,ExxonMobil,2025-06,2025-06-01,2025-06-05,2025-06-05,4,4,0,120.0,119.3,113335.0,2329.0,0,OTIF
ENV-00554,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-10,Cruz de Lorena,Shell,2025-06,2025-06-03,2025-06-07,2025-06-07,4,4,0,120.0,120.9,114855.0,2407.0,0,OTIF
ENV-00555,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-11,Aguada Federal,Wintershall,2025-06,2025-06-22,2025-06-24,2025-06-24,2,2,0,120.0,121.0,114950.0,2974.0,0,OTIF
ENV-00556,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-12,Coiron Amargo,Pan American,2025-06,2025-06-09,2025-06-16,2025-06-15,7,6,-1,120.0,119.7,113715.0,9251.0,0,OTIF
ENV-00557,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-05,Rincon La Ceniza,Shell,2025-06,2025-06-02,2025-06-05,2025-06-05,3,3,0,120.0,119.7,113715.0,2686.0,0,OTIF
ENV-00558,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-07,El Trapial,Chevron,2025-07,2025-07-04,2025-07-08,2025-07-08,4,4,0,120.0,119.0,113050.0,2354.0,0,OTIF
ENV-00559,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-08,Aguada Pichana,Total,2025-07,2025-07-19,2025-07-22,2025-07-22,3,3,0,120.0,120.4,114380.0,2731.0,0,OTIF
ENV-00560,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-07,El Trapial,Chevron,2025-07,2025-07-23,2025-07-27,2025-07-27,4,4,0,120.0,119.8,113810.0,2734.0,0,OTIF
ENV-00561,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-09,Los Toldos,ExxonMobil,2025-07,2025-07-26,2025-08-01,2025-08-01,6,6,0,120.0,119.1,113145.0,9632.0,0,OTIF
ENV-00562,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-05,Rincon La Ceniza,Shell,2025-07,2025-07-12,2025-07-14,2025-07-14,2,2,0,120.0,120.1,114095.0,2870.0,0,OTIF
ENV-00563,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-05,Rincon La Ceniza,Shell,2025-07,2025-07-03,2025-07-09,2025-07-09,6,6,0,120.0,119.5,113525.0,9357.0,0,OTIF
ENV-00564,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-06,Bajada del Palo,Vista,2025-07,2025-07-04,2025-07-06,2025-07-06,2,2,0,120.0,118.9,112955.0,2561.0,0,OTIF
ENV-00565,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-07,El Trapial,Chevron,2025-07,2025-07-19,2025-07-23,2025-07-23,4,4,0,120.0,120.7,114665.0,2882.0,0,OTIF
ENV-00566,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-01,Loma Campana,YPF,2025-07,2025-07-01,2025-07-05,2025-07-06,4,5,1,120.0,120.4,114380.0,2588.0,2550,Demorado
ENV-00567,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-09,Los Toldos,ExxonMobil,2025-07,2025-07-22,2025-07-30,2025-07-30,8,8,0,120.0,98.9,93955.0,8405.0,0,Incompleto
ENV-00568,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-10,Cruz de Lorena,Shell,2025-07,2025-07-16,2025-07-22,2025-07-21,6,5,-1,120.0,118.9,112955.0,9144.0,0,OTIF
ENV-00569,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-10,Cruz de Lorena,Shell,2025-07,2025-07-26,2025-07-30,2025-07-30,4,4,0,120.0,120.2,114190.0,2675.0,0,OTIF
ENV-00570,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-07,El Trapial,Chevron,2025-07,2025-07-03,2025-07-11,2025-07-11,8,8,0,120.0,120.2,114190.0,8875.0,0,OTIF
ENV-00571,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-01,Loma Campana,YPF,2025-07,2025-07-26,2025-07-29,2025-07-29,3,3,0,120.0,119.2,113240.0,2524.0,0,OTIF
ENV-00572,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-10,Cruz de Lorena,Shell,2025-07,2025-07-06,2025-07-08,2025-07-08,2,2,0,120.0,120.7,114665.0,2340.0,0,OTIF
ENV-00573,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-01,Loma Campana,YPF,2025-07,2025-07-16,2025-07-18,2025-07-18,2,2,0,120.0,120.5,114475.0,2780.0,0,OTIF
ENV-00574,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-04,Fortin de Piedra,Tecpetrol,2025-08,2025-08-16,2025-08-20,2025-08-20,4,4,0,120.0,119.2,113240.0,2980.0,0,OTIF
ENV-00575,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-08,Aguada Pichana,Total,2025-08,2025-08-20,2025-08-24,2025-08-24,4,4,0,120.0,120.1,114095.0,2433.0,0,OTIF
ENV-00576,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-10,Cruz de Lorena,Shell,2025-08,2025-08-17,2025-08-25,2025-08-25,8,8,0,120.0,119.3,113335.0,8641.0,0,OTIF
ENV-00577,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-11,Aguada Federal,Wintershall,2025-08,2025-08-04,2025-08-11,2025-08-11,7,7,0,120.0,109.2,103740.0,8445.0,0,Incompleto
ENV-00578,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-10,Cruz de Lorena,Shell,2025-08,2025-08-14,2025-08-16,2025-08-15,2,1,-1,120.0,119.2,113240.0,2331.0,0,OTIF
ENV-00579,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-04,Fortin de Piedra,Tecpetrol,2025-08,2025-08-17,2025-08-21,2025-08-21,4,4,0,120.0,121.0,114950.0,2465.0,0,OTIF
ENV-00580,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-02,Bandurria Sur,YPF,2025-08,2025-08-04,2025-08-08,2025-08-08,4,4,0,120.0,119.0,113050.0,2643.0,0,OTIF
ENV-00581,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-03,La Amarga Chica,YPF,2025-08,2025-08-02,2025-08-10,2025-08-10,8,8,0,120.0,120.5,114475.0,9935.0,0,OTIF
ENV-00582,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-03,La Amarga Chica,YPF,2025-08,2025-08-09,2025-08-13,2025-08-13,4,4,0,120.0,119.9,113905.0,2560.0,0,OTIF
ENV-00583,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-05,Rincon La Ceniza,Shell,2025-08,2025-08-25,2025-08-29,2025-08-29,4,4,0,120.0,120.1,114095.0,2455.0,0,OTIF
ENV-00584,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-08,Aguada Pichana,Total,2025-08,2025-08-14,2025-08-22,2025-08-22,8,8,0,120.0,104.7,99465.0,9235.0,0,Incompleto
ENV-00585,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-10,Cruz de Lorena,Shell,2025-08,2025-08-08,2025-08-12,2025-08-12,4,4,0,120.0,119.8,113810.0,2346.0,0,OTIF
ENV-00586,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-09,Los Toldos,ExxonMobil,2025-08,2025-08-16,2025-08-19,2025-08-19,3,3,0,120.0,120.8,114760.0,2854.0,0,OTIF
ENV-00587,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-01,Loma Campana,YPF,2025-08,2025-08-08,2025-08-10,2025-08-10,2,2,0,120.0,119.0,113050.0,2584.0,0,OTIF
ENV-00588,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-08,Aguada Pichana,Total,2025-08,2025-08-10,2025-08-13,2025-08-12,3,2,-1,120.0,119.2,113240.0,2808.0,0,OTIF
ENV-00589,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-11,Aguada Federal,Wintershall,2025-08,2025-08-21,2025-08-25,2025-08-25,4,4,0,120.0,118.9,112955.0,2552.0,0,OTIF
ENV-00590,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-10,Cruz de Lorena,Shell,2025-09,2025-09-09,2025-09-13,2025-09-18,4,9,5,120.0,118.9,112955.0,3133.0,12750,Demorado
ENV-00591,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-01,Loma Campana,YPF,2025-09,2025-09-22,2025-09-25,2025-09-25,3,3,0,120.0,119.2,113240.0,2631.0,0,OTIF
ENV-00592,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-04,Fortin de Piedra,Tecpetrol,2025-09,2025-09-03,2025-09-06,2025-09-05,3,2,-1,120.0,121.1,115045.0,2938.0,0,OTIF
ENV-00593,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-12,Coiron Amargo,Pan American,2025-09,2025-09-23,2025-09-26,2025-09-26,3,3,0,120.0,119.5,113525.0,2354.0,0,OTIF
ENV-00594,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-09,Los Toldos,ExxonMobil,2025-09,2025-09-12,2025-09-15,2025-09-15,3,3,0,120.0,119.5,113525.0,2670.0,0,OTIF
ENV-00595,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-12,Coiron Amargo,Pan American,2025-09,2025-09-26,2025-09-28,2025-09-28,2,2,0,120.0,121.0,114950.0,2753.0,0,OTIF
ENV-00596,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-05,Rincon La Ceniza,Shell,2025-09,2025-09-03,2025-09-07,2025-09-07,4,4,0,120.0,121.1,115045.0,2348.0,0,OTIF
ENV-00597,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-09,Los Toldos,ExxonMobil,2025-09,2025-09-14,2025-09-21,2025-09-21,7,7,0,120.0,119.5,113525.0,8674.0,0,OTIF
ENV-00598,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-09,Los Toldos,ExxonMobil,2025-09,2025-09-26,2025-09-29,2025-09-29,3,3,0,120.0,120.0,114000.0,2701.0,0,OTIF
ENV-00599,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-08,Aguada Pichana,Total,2025-09,2025-09-17,2025-09-24,2025-09-24,7,7,0,120.0,120.7,114665.0,9096.0,0,OTIF
ENV-00600,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-01,Loma Campana,YPF,2025-09,2025-09-12,2025-09-19,2025-09-19,7,7,0,120.0,119.2,113240.0,9639.0,0,OTIF
ENV-00601,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-12,Coiron Amargo,Pan American,2025-09,2025-09-06,2025-09-12,2025-09-11,6,5,-1,120.0,119.1,113145.0,9059.0,0,OTIF
ENV-00602,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-12,Coiron Amargo,Pan American,2025-09,2025-09-06,2025-09-10,2025-09-10,4,4,0,120.0,120.1,114095.0,2417.0,0,OTIF
ENV-00603,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-01,Loma Campana,YPF,2025-09,2025-09-10,2025-09-13,2025-09-13,3,3,0,120.0,119.2,113240.0,2864.0,0,OTIF
ENV-00604,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-07,Sur Energia,Bahia Blanca (BA),640,PAD-06,Bajada del Palo,Vista,2025-09,2025-09-18,2025-09-25,2025-09-25,7,7,0,120.0,121.2,115140.0,10059.0,0,OTIF
ENV-00605,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-06,Distribuidora Neuquen,Neuquen (NQN),130,PAD-08,Aguada Pichana,Total,2025-09,2025-09-26,2025-09-30,2025-09-30,4,4,0,120.0,109.8,104310.0,2498.0,0,Incompleto
ENV-00606,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-04,Fortin de Piedra,Tecpetrol,2025-09,2025-09-01,2025-09-04,2025-09-03,3,2,-1,120.0,120.2,114190.0,2452.0,0,OTIF
ENV-00607,MAT-03,Gasoil grado 2,Gasoil,m3,PRV-05,Combustibles del Alto,Plaza Huincul (NQN),110,PAD-01,Loma Campana,YPF,2025-09,2025-09-25,2025-09-29,2025-09-29,4,4,0,120.0,121.1,115045.0,2560.0,0,OTIF
